FinanceCode,Title,GroupingCode,CustomGrouping,AvailableToAllSchools,SchoolCodes,FinanceCodeTypeCode,LedgerCode,FinanceCodeEnabled
CENTRALCHG_SEC,Central Charge - Secondary,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
DFC,DFC Funding,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
DFC_CORE,DFC Core Amount,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
DFC_PUPIL_NUR,DFC Primary Nursery,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
DFC_PUPIL_POST16,DFC Post16 Pupil,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
DFC_PUPIL_PRI,DFC Primary Pupil,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
DFC_PUPIL_SEC,DFC Secondary Pupil,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
DFC_PUPIL_SPS,DFC Special Pupil,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
ESFA_POST16_TOTAL,Total ESFA Post 16 Funding Statement,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
ESFA_TOTAL,Total ESFA Pre 16 Funding Statement,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FTE_KS5,FTE for Post 16 Pupils,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_FS,Funded Pupil Numbers Foundation,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS1,Funded Pupil Numbers KS1,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS2,Funded Pupil Numbers KS2,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS3,Funded Pupil Numbers KS3,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS3_ADJ,Funding Statement Adjustment KS3,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS4,Funded Pupil Numbers KS4,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS4_ADJ,Funding Statement Adjustment KS4,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS5,Funded Pupil Numbers KS5,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_KS5_ADJ,Funding Statement Adjustment KS5,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_PPPOST16,Unoccupied Post 16 Pupil Paces Special Provision,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_PPPOST16O,Occupied Post 16 Pupil Paces Special Provision,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_PPPRE16,Unoccupied Pre 16 Pupil Places Special Provision,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_PPPRE16O,Occupied Pre 16 Pupil Places Special Provision,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_PRI,Funded Pupil Numbers Primary Total,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDED_PRI_ADJ,Funding Statement Adjustment Primary,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
FUNDING_16_19,Funding GAG - Post 16,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_GAG,Funding GAG,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_HNPOST16,Funding Statement Unoccupied Post 16 Special Provision,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_HNPOST16O,Funding Statement Occupied Post 16 Special Provision,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_HNPRE16,Funding Statement Unoccupied Pre 16 Special Provision,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_HNPRE16O,Funding Statement Occupied Pre 16 Special Provision,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_PRI,Funding Primary,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_PUPPREM_PLAC,Pupil Premium Post Looked After Children Income,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_PUPPREM_PRI,Pupil Premium Income Primary,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_PUPPREM_SEC,Pupil Premium Income Secondary,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_PUPPREM_SER,Pupil Premium Service Children Income,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_SCA,Funding SCA,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_SEC,Funding Secondary,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
FUNDING_SFS,Funding Student Financial Support,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
HNPF_RATE,High Needs Place Funding Per Pupil Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
HNPFO_RATE,Occupied High Needs Place Funding Per Pupil Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
ICFP_TEST,Icfp_test,ZZZ,ZZZ,False,ALE,PUPILNUMBERS,DEFAULT,True
INCOME_BOARD_FT,Income Boarders - Full Time,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
INCOME_BOARD_WK,Income Boarders - Weekly,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
INCOME_FEE_00,Fee Income - Nursery,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
INCOME_FEE_01,Fee Income - Reception and Lower,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
INCOME_FEE_02,Fee Income - Junior,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
INCOME_FEE_03,Fee Income - Senior,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
INCOME_LUNCH,Income Lunch,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
LEVY_ALL,Apprentice Allowance,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LEVY_SUP,Apprentice Levy - Support,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LEVY_TEA,Apprentice Levy - Teaching,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LIVWAGE,Living Wage Topup,ZZZ,ZZZ,True,,STATISTICS,SALARY,True
LIVWAGE_ESTF,Living Wage Topup - External Staff,ZZZ,ZZZ,True,,STATISTICS,COSTCTR,True
LNCH_01,Lunch Rate - Term 1,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_02,Lunch Rate - Term 2,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_03,Lunch Rate - Term 3,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_NO50_01,Pupils Not Charged for Lunches - 50% Uptake - Term 1,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_NO50_02,Pupils Not Charged for Lunches - 50% Uptake - Term 2,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_NO50_03,Pupils Not Charged for Lunches - 50% Uptake - Term 3,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_NOCRG_01,Pupils Not Charged for Lunches - Term 1,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_NOCRG_02,Pupils Not Charged for Lunches - Term 2,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LNCH_NOCRG_03,Pupils Not Charged for Lunches - Term 3,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_BRM_PRI,Lump Sum Primary Bromley,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_BRM_SEC,Lump Sum Secondary Bromley,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_HCK_PRI,Lump Sum Primary Hackney,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_HCK_SEC,Lump Sum Secondary Hackney,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_KEN_PRI,Lump Sum Primary Kent,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_KEN_SEC,Lump Sum Secondary Kent,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_LNS_PRI,Lump Sum Primary Lancashire,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_NTS_PRI,Lump Sum Primary Nottinghamshire,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
LUMP_NTS_SEC,Lump Sum Secondary Nottinghamshire,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
MINWAGE,Minimum Wage Top Up,ZZZ,ZZZ,True,,STATISTICS,SALARY,True
MINWAGE_ESTF,Minimum Wage Top Up - External Staff,ZZZ,ZZZ,True,,STATISTICS,COSTCTR,True
PAYGRANT,Teachers Pay Grant,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
PAYGRANT_SPS_FRINGE,Teachers Pay Grant Special School Fringe,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PAYGRANT_SPS_OUTER,Teachers Pay Grant Special School Outer,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PE_GRANT,PE Grant Allocation,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
PEG_CORE,PE Grant Core Amount,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PEG_PUPIL,PE Grant Per Pupil,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS,Opted Out Pension Costs,ZZZ,ZZZ,True,,STATISTICS,SALARY,True
PENS_ESTF,Opted Out Pension Costs - External Staff,ZZZ,ZZZ,True,,STATISTICS,COSTCTR,True
PENS_KS5_APR_EW,Teachers Pensions Grant Post 16 Rate April - August (EW),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS_KS5_APR_FRI,Teachers Pensions Grant Post 16 Rate April - August (Fringe),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS_KS5_APR_INN,Teachers Pensions Grant Post 16 Rate April - August (Inner),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS_KS5_APR_OUT,Teachers Pensions Grant Post 16 Rate April - August (Outer),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS_KS5_SEP_EW,Teachers Pensions Grant Post 16 Rate September - March (EW),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS_KS5_SEP_FRI,Teachers Pensions Grant Post 16 Rate September - March (Fringe),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS_KS5_SEP_INN,Teachers Pensions Grant Post 16 Rate September - March (Inner),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PENS_KS5_SEP_OUT,Teachers Pensions Grant Post 16 Rate September - March (Outer),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PUPIL_CEN,Nursery Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_00,Reception Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_01,Year 1 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_02,Year 2 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_03,Year 3 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_04,Year 4 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_05,Year 5 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_06,Year 6 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_07,Year 7 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_08,Year 8 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_09,Year 9 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_10,Year 10 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_11,Year 11 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_12,Year 12 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_13,Year 13 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_CEN_14,Year 14 Census Pupil Numbers,Z10,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_SPRING_FS,Foundation Spring Census Pupil Numbers,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_SPRING_KS1,KS1 Spring Census Pupil Numbers,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_SPRING_KS2,KS2 Spring Census Pupil Numbers,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_SPRING_KS3,KS3 Spring Census Pupil Numbers,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_SPRING_KS4,KS4 Spring Census Pupil Numbers,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_SPRING_KS5,KS5 Spring Census Pupil Numbers,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_SPRING_NUR,Nursery Spring Census Pupil Numbers,ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_UIFSM,Pupils taking UIFSM,Z11,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_UIFSM_JAN,Pupils taking UIFSM in January Census,Z11,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPIL_UIFSM_OCT,Pupils taking UIFSM in October Census,Z11,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPILPREMIUM_PRI,Pupil Premium Numbers Primary,Z12,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPILPREMIUM_SEC,Pupil Premium Numbers Secondary,Z12,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPILPREMIUMPLAC,Pupil Premium Post Looked After Children Numbers,Z12,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPILPREMIUMSER,Pupil Premium Service Children Numbers,Z12,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
PUPLAC_RATE,Pupil Premium Post Looked After Child Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PUPPRI_RATE,Pupil Premium Rate Primary,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PUPSEC_RATE,Pupil Premium Rate Secondary,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
PUPSER_RATE,Pupil Premium Service Child Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
REV_BFWD_RES,Fixed Revenue Fund B/F Balances,Z06,ZZZ,True,,REVENUEFUND,DEFAULT,True
RPA_RATE,Risk Protection Arrangement Insurance,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA,SCA Funding,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
SCA_BAND,SCA Condition Band Calc,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_BAND_RATE,SCA Condition Band Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_LOC_RATE,SCA Location Factor Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PFI_PUPIL_POST16,SCA Post16 Pupil PFI Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PFI_PUPIL_PRI,SCA Primary Pupil PFI Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PFI_PUPIL_SEC,SCA Secondary Pupil PFI Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PFI_PUPIL_SPS,SCA Special Pupil PFI Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PUPIL_POST16,SCA Post16 Pupil Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PUPIL_PRI,SCA Primary Pupil Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PUPIL_SEC,SCA Secondary Pupil Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_PUPIL_SPS,SCA Special Pupil Rate,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
SCA_TOTAL,SCA Total Income,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UIFSM_ANNUAL,UIFSM - Annual calc,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
UIFSM_FIN,UIFSM - Final Payment,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
UIFSM_PRO,UIFSM Provisional Allocation,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
UIFSM_PRO_CALC,UIFSM - Provisional calc,ZZZ,ZZZ,True,,FUNDING,DEFAULT,True
UIFSM_RATE,UIFSM Per Pupil Per Annum,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UIFSM_RATE_FIN,UIFSM Per Pupil Per Annum (Final),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UIFSM_RATE_PRO,UIFSM Per Pupil Per Annum (Provisional),ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_ASCL,ASCL Guidance on Non Staffing Uplifts,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_CPI,CPI,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_EXP,Expenditure Uplifts,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_FEE,Uplift Fees,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_GAG,GAG Uplifts,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_INC,Income Uplifts,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_POST16,Post 16 GAG Uplifts,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_PUPILASCL%,Pupil plus ASCL % Uplift,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_PUPILEXP%,Pupil plus Expenditure % Uplift,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_PUPILFEE%,Uplift Pupil Fee %,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_PUPILGAG%,Pupil plus GAG % Uplift,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_PUPILINC%,Pupil plus Income % Uplift,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_PUPILPOST16%,Pupil plus Post 16 GAG % Uplift,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_PUPILRPI%,Pupil plus RPI % Uplift,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_RPI,RPI,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_SUPSTF,Support Staff Uplift %,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
UPLIFT_TEACH,Teacher Uplift %,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
WK_FTE_ADM,Finance Admin Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_CAT,Catering Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_CLE,Cleaning Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_COM,Community Facilities Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_COV,Cover Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_EDS,Education Support Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_ESTF,External Staff Weekly FTE,ZZZ,ZZZ,True,,STATISTICS,COSTCTR,True
WK_FTE_EXT,Extended Schools Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_FLA,FLA Weekly  FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_FSW,Family Support Weekly  FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_INV,Invigilator Weekly  FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_ADM,Finance Admin Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_CAT,Catering Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_CLE,Cleaning Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_COM,Community Facilities Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_COV,Cover Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_EDS,Education Support Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_ESTF,External Staff Weekly FTE Leave Adjustment,ZZZ,ZZZ,True,,STATISTICS,COSTCTR,True
WK_FTE_LEAVE_ADJ_EXT,Extended Schools Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_FLA,FLA Weekly  FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_FSW,Family Support Weekly  FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_INV,Invigilator Weekly  FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_LIB,Librarian Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_LSN,Leadership Non-Teaching Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_LST,Leadership Teaching Weekly FTE Leave Adjustment,Z14,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_MDS,Mid Day Supervisors Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_NUR,Nursery Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_OTH,Other Staff Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_PAS,Pastoral Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_PRE,Premises Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_TA,Teaching Assistants Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_TEA,Teaching Weekly FTE Leave Adjustment,Z14,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LEAVE_ADJ_TEC,Technicians Weekly FTE Leave Adjustment,Z15,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LIB,Librarian Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LSN,Leadership Non-Teaching Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_LST,Leadership Teaching Weekly FTE,Z02,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_MDS,Mid Day Supervisors Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_NUR,Nursery Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_OTH,Other Staff Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_PAS,Pastoral Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_PRE,Premises Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_TA,Teaching Assistants Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_TEA,Teaching Weekly FTE,Z02,ZZZ,True,,STATISTICS,SALARY,True
WK_FTE_TEC,Technicians Weekly FTE,Z03,ZZZ,True,,STATISTICS,SALARY,True
