FinanceCode,Title,GroupingCode,CustomGrouping,AvailableToAllSchools,SchoolCodes,FinanceCodeTypeCode,LedgerCode,FinanceCodeEnabled
760500,PR: Other Premises: Appliance Testing,760500,C0,True,,BUDGET,COSTCTR,True
760550,PR: Other Premises: Fire Alarm and Extinguisher Serv,760550,C0,True,,BUDGET,COSTCTR,True
760600,PR: Other Premises: Heating and Air Conditioning,760600,C0,True,,BUDGET,COSTCTR,True
760650,PR: Other Premises: Pest Control,760650,C0,True,,BUDGET,COSTCTR,True
760700,PR: Other Premises: Other Occupancy,760700,C0,True,,BUDGET,COSTCTR,True
760710,PR: Other premises: Revenue expenditure from capital funding,760710,C1,True,,BUDGET,COSTCTR,True
780100,PR: Boarding - premises: Rates,780100,C1,True,,BUDGET,COSTCTR,True
780150,PR: Boarding - premises: Water rates,780150,C1,True,,BUDGET,COSTCTR,True
780200,PR: Boarding - premises: Electricity,780200,C1,True,,BUDGET,COSTCTR,True
780250,PR: Boarding - premises: Gas,780250,C1,True,,BUDGET,COSTCTR,True
780300,PR: Boarding - premises: Heating oil,780300,C1,True,,BUDGET,COSTCTR,True
780350,PR: Boarding - premises: Operating lease - Land and build,780350,C1,True,,BUDGET,COSTCTR,True
780400,PR: Boarding - premises: Operating lease - Photocopiers,780400,C1,True,,BUDGET,COSTCTR,True
780450,PR: Boarding - premises: Operating lease - Telephones,780450,C1,True,,BUDGET,COSTCTR,True
780500,PR: Boarding - premises: Operating lease - Other equip,780500,C1,True,,BUDGET,COSTCTR,True
780600,PR: Boarding - premises: Insurance - Commercial provider,780600,C1,True,,BUDGET,COSTCTR,True
780700,PR: Boarding - premises: Reps & renewals - Property,780700,C1,True,,BUDGET,COSTCTR,True
780720,PR: Boarding - premises: Reps & renewals - Grounds,780720,C1,True,,BUDGET,COSTCTR,True
780750,PR: Boarding - premises: Reps & renewals - Motor vehicles,780750,C1,True,,BUDGET,COSTCTR,True
780770,PR: Boarding - premises: Reps & renewals - Equipment,780770,C1,True,,BUDGET,COSTCTR,True
780800,PR: Boarding - premises: Boarding - Security,780800,C1,True,,BUDGET,COSTCTR,True
780850,PR: Boarding - premises: Boarding - Other premises costs,780850,C1,True,,BUDGET,COSTCTR,True
810100,SP: Educ Supplies: Books,810100,D0,True,,BUDGET,COSTCTR,True
810150,SP: Educ Supplies: Library Services,810150,D0,True,,BUDGET,COSTCTR,True
810200,SP: Educ Supplies: Curriculum Materials,810200,D0,True,,BUDGET,COSTCTR,True
810250,SP: Educ Supplies: Education Equipment (not IT),810250,D0,True,,BUDGET,COSTCTR,True
810300,SP: Educ Supplies: Education Eqpmt repairs (not IT),810300,D0,True,,BUDGET,COSTCTR,True
810350,SP: Educ Supplies: Educ Furniture,810350,D0,True,,BUDGET,COSTCTR,True
810400,SP: Educ Supplies: Audio Visual,810400,D0,True,,BUDGET,COSTCTR,True
810450,SP: Educ Supplies: Repair of PE/Musical Equipment,810450,D0,True,,BUDGET,COSTCTR,True
810500,SP: Educ Supplies: External education providers,810500,D0,True,,BUDGET,COSTCTR,True
810550,SP: Educ Supplies: Primary school PIP exam fees,810550,D0,True,,BUDGET,COSTCTR,True
815100,SP: Examination Fees: Examination Fees,815100,D0,True,,BUDGET,COSTCTR,True
815200,SP: Examination Fees: Examination Resources,815200,D0,True,,BUDGET,COSTCTR,True
820100,SP: Technology Costs: Educational IT Equipment,820100,F0,True,,BUDGET,COSTCTR,True
820150,SP: Technology Costs: Educational software & licences,820150,F0,True,,BUDGET,COSTCTR,True
820300,SP: Technology Costs: ICT Support contract,820300,F0,True,,BUDGET,COSTCTR,True
820320,SP: Technology Costs: ICT Hardware (not capital),820320,F0,True,,BUDGET,COSTCTR,True
820350,SP: Technology Costs: ICT Repairs,820350,F0,True,,BUDGET,COSTCTR,True
820370,SP: Technology Costs: ICT Software (not capital),820370,F0,True,,BUDGET,COSTCTR,True
820400,SP: Technology Costs: ICT Licences,820400,F0,True,,BUDGET,COSTCTR,True
820420,SP: Technology Costs: ICT Broadband,820420,F0,True,,BUDGET,COSTCTR,True
820450,SP: Technology Costs: ICT Consumable,820450,F0,True,,BUDGET,COSTCTR,True
820470,SP: Technology Costs: Printer Consumables,820470,F0,True,,BUDGET,COSTCTR,True
820500,SP: Technology Costs: ICT Annual Maintenance,820500,F0,True,,BUDGET,COSTCTR,True
820520,SP: Technology Costs: ICT Consultancy,820520,F0,True,,BUDGET,COSTCTR,True
820550,SP: Technology Costs: ICT Hosting Fees,820550,F0,True,,BUDGET,COSTCTR,True
820570,SP: Technology Costs: ICT Other,820570,F0,True,,BUDGET,COSTCTR,True
825100,SP: Educ Consultancy: External sports coaches,825100,E0,True,,BUDGET,COSTCTR,True
825101,SP: Educ Consultancy: External sports coaches,825100,E0,True,,BUDGET,SALARY,True
825150,SP: Educ Consultancy: Peripatetic music teachers,825150,E0,True,,BUDGET,COSTCTR,True
825200,SP: Educ Consultancy: Exam Invigilation costs,825200,E0,True,,BUDGET,COSTCTR,True
825250,SP: Educ Consultancy: Courses - external providers,825250,E0,True,,BUDGET,COSTCTR,True
825300,SP: Educ Consultancy: Behaviour support services,825300,E0,True,,BUDGET,COSTCTR,True
825330,SP: Educ Consultancy: Education welfare and attendance services,825330,E0,True,,BUDGET,COSTCTR,True
825350,SP: Educ Consultancy: Library & museum services,825350,E0,True,,BUDGET,COSTCTR,True
825400,SP: Educ Consultancy: Other Educ consultancy,825400,E0,True,,BUDGET,COSTCTR,True
830100,SP: School Trips: School Trips - Travel costs,830100,D0,True,,BUDGET,TRIPS,True
830150,SP: School Trips: School Trips - Accom/Entrance,830150,D0,True,,BUDGET,TRIPS,True
830200,SP: School Trips: School Trips -  Food & Drink,830200,D0,True,,BUDGET,TRIPS,True
830250,SP: School Trips: School Trips - Sundry,830250,D0,True,,BUDGET,TRIPS,True
830300,SP: School Trips: School Trips - Insurance,830300,D0,True,,BUDGET,TRIPS,True
835100,SP: Administration: Subscriptions,835100,E0,True,,BUDGET,COSTCTR,True
835120,SP: Administration: TV licences,835120,E0,True,,BUDGET,COSTCTR,True
835150,SP: Administration: Non-ICT licences,835150,E0,True,,BUDGET,COSTCTR,True
835170,SP: Administration: Contribs from academies to trust,835170,E0,True,,BUDGET,COSTCTR,True
835200,SP: Administration: Admin Supplies & Stationery,835200,E0,True,,BUDGET,COSTCTR,True
835220,SP: Administration: Admin Photocopying,835220,E0,True,,BUDGET,COSTCTR,True
835250,SP: Administration: Printing,835250,E0,True,,BUDGET,COSTCTR,True
835270,SP: Administration: PR (Literature & Brochures),835270,E0,True,,BUDGET,COSTCTR,True
835300,SP: Administration: Advertising,835300,E0,True,,BUDGET,COSTCTR,True
835320,SP: Administration: Postage and Carriage,835320,E0,True,,BUDGET,COSTCTR,True
835350,SP: Administration: Telephone Costs,835350,E0,True,,BUDGET,COSTCTR,True
835370,SP: Administration: Mobile Phones,835370,E0,True,,BUDGET,COSTCTR,True
835400,SP: Administration: Admin Furniture,835400,E0,True,,BUDGET,COSTCTR,True
835420,SP: Administration: Admin Equipment,835420,E0,True,,BUDGET,COSTCTR,True
835450,SP: Administration: Admin ICT,835420,E0,True,,BUDGET,COSTCTR,True
835470,SP: Administration: Admin Equipment repairs,835470,E0,True,,BUDGET,COSTCTR,True
835500,SP: Administration: Medical,835500,E0,True,,BUDGET,COSTCTR,True
835520,SP: Administration: Laundry,835520,E0,True,,BUDGET,COSTCTR,True
835550,SP: Administration: Refreshments,835550,E0,True,,BUDGET,COSTCTR,True
835570,SP: Administration: Bank charges,835570,E0,True,,BUDGET,COSTCTR,True
840100,SP: Transport: Vehicle Costs,840100,E0,True,,BUDGET,COSTCTR,True
840200,SP: Transport: Vehicle Hire,840200,E0,True,,BUDGET,COSTCTR,True
845100,SP: Bought in supply cover: Agency teaching staff long term,845100,E0,True,,BUDGET,COSTCTR,True
845101,SP: Bought in supply cover: Agency teaching staff long term,845100,E0,True,,BUDGET,SALARY,True
845150,SP: Bought in supply cover: Agency teaching staff short term,845150,E0,True,,BUDGET,COSTCTR,True
845200,SP: Bought in supply cover: Agency teaching assistants,845200,E0,True,,BUDGET,COSTCTR,True
845260,SP: Bought in supply cover: Agency support staff - cleaning and caretaking,845260,E0,True,,BUDGET,COSTCTR,True
845270,SP: Bought in supply cover: Agency support staff - grounds maintenance,845270,E0,True,,BUDGET,COSTCTR,True
845280,SP: Bought in supply cover: Agency support staff - other occupational costs,845280,E0,True,,BUDGET,COSTCTR,True
845290,SP: Bought in supply cover: Agency support staff - special facilities,845290,E0,True,,BUDGET,COSTCTR,True
845300,SP: Bought in supply cover: Agency support staff - catering,845300,E0,True,,BUDGET,COSTCTR,True
845310,SP: Bought in supply cover: Agency support staff - professional services - non-curriculum,845310,E0,True,,BUDGET,COSTCTR,True
850100,SP: Catering: Catering contract,850100,E0,True,,BUDGET,COSTCTR,True
850150,SP: Catering: Catering - Food & Drink,850150,E0,True,,BUDGET,COSTCTR,True
850200,SP: Catering: Catering - Consumables,850200,E0,True,,BUDGET,COSTCTR,True
850250,SP: Catering: Catering - Equipment,850250,E0,True,,BUDGET,COSTCTR,True
850300,SP: Catering: Catering - Maint. and Repairs,850300,E0,True,,BUDGET,COSTCTR,True
850350,SP: Catering: Vending Machines,850350,E0,True,,BUDGET,COSTCTR,True
855100,SP: Non-educ contracts: Consultancy Fees,855100,E0,True,,BUDGET,COSTCTR,True
855120,SP: Non-educ contracts: Counsellors,855120,E0,True,,BUDGET,COSTCTR,True
855150,SP: Non-educ contracts: Financial,855150,E0,True,,BUDGET,COSTCTR,True
855170,SP: Non-educ contracts: Legal - Other,855170,E0,True,,BUDGET,COSTCTR,True
855180,SP: Non-educ contracts: Legal - Conversion,855180,E0,True,,BUDGET,COSTCTR,True
855200,SP: Non-educ contracts: Personnel/HR,855200,E0,True,,BUDGET,COSTCTR,True
855220,SP: Non-educ contracts: Payroll,855220,E0,True,,BUDGET,COSTCTR,True
855250,SP: Non-educ contracts: Clerking board/governor meetings,855250,E0,True,,BUDGET,COSTCTR,True
855270,SP: Non-educ contracts: Occupational Health,855200,E0,True,,BUDGET,COSTCTR,True
855300,SP: Non-educ contracts: Property Management Services,855300,E0,True,,BUDGET,COSTCTR,True
855320,SP: Non-educ contracts: Energy Management Services,855320,E0,True,,BUDGET,COSTCTR,True
855350,SP: Non-educ contracts: Free School Meals - pupil checks,855350,E0,True,,BUDGET,COSTCTR,True
855370,SP: Non-educ contracts: Admissions service,855370,E0,True,,BUDGET,COSTCTR,True
855400,SP: Non-educ contracts: educ Psychologist,855400,E0,True,,BUDGET,COSTCTR,True
855420,SP: Non-educ contracts: Speech & Language Therapist,855420,E0,True,,BUDGET,COSTCTR,True
855450,SP: Non-educ contracts: External SEN consultancy,855450,E0,True,,BUDGET,COSTCTR,True
855470,SP: Non-educ contracts: Cash Collection services,855470,E0,True,,BUDGET,COSTCTR,True
855500,SP: Non-educ contracts: PFI contract management services,855500,E0,True,,BUDGET,COSTCTR,True
855600,SP: Non-educ contracts: Other non-educational contracts,855600,E0,True,,BUDGET,COSTCTR,True
860100,SP: Audit: Statutory audit fees,860100,E0,True,,BUDGET,COSTCTR,True
860200,SP: Audit: Internal audit & other fees,860200,E0,True,,BUDGET,COSTCTR,True
860300,SP: Audit: Accounts return,860300,E0,True,,BUDGET,COSTCTR,True
865100,SP: Governance: Academy governor - travel,865100,E0,True,,BUDGET,COSTCTR,True
865150,SP: Governance: Academy governor - subsistence,865150,E0,True,,BUDGET,COSTCTR,True
865200,SP: Governance: Academy governor - other reimb.,865200,E0,True,,BUDGET,COSTCTR,True
865300,SP: Governance: Trust Director - travel,865300,E0,True,,BUDGET,COSTCTR,True
865350,SP: Governance: Trust Director - subsistence,865350,E0,True,,BUDGET,COSTCTR,True
865400,SP: Governance: Trust Director - other reimb.,865400,E0,True,,BUDGET,COSTCTR,True
865410,SP: Administration-support costs: Revenue expenditure from capital funding,865410,E0,True,,BUDGET,COSTCTR,True
870200,SP: Cost of raising funds: Cost of raising funds - premises,870200,E0,True,,BUDGET,COSTCTR,True
870220,SP: Cost of raising funds: Cost of raising funds - Depr'n,870220,E0,True,,BUDGET,COSTCTR,True
870240,SP: Cost of raising funds: Cost of raising funds - amortisation,870240,E0,True,,BUDGET,COSTCTR,True
870260,SP: Cost of raising funds: Cost of raising funds - Impair't,870260,E0,True,,BUDGET,COSTCTR,True
870300,SP: Cost of raising funds: Cost of raising funds - teaching/learning,870300,E0,True,,BUDGET,COSTCTR,True
870350,SP: Cost of raising funds: Cost of raising funds - technology,870350,E0,True,,BUDGET,COSTCTR,True
870400,SP: Cost of raising funds: Cost of raising funds - governance,870400,E0,True,,BUDGET,COSTCTR,True
870500,SP: Cost of raising funds: Cost of raising funds - other,870500,E0,True,,BUDGET,COSTCTR,True
872100,SP: Teaching School Hub: Staff costs - direct,ZZZ,G0,True,,BUDGET,COSTCTR,True
872150,SP: Teaching School Hub: Staff Development,ZZZ,G0,True,,BUDGET,COSTCTR,True
872200,SP: Teaching School Hub: Other Direct costs,ZZZ,G0,True,,BUDGET,COSTCTR,True
872500,SP: Teaching School Hub: Staff costs - support,ZZZ,G0,True,,BUDGET,COSTCTR,True
872550,SP: Teaching School Hub: Depr'n,ZZZ,G0,True,,BUDGET,COSTCTR,True
872600,SP: Teaching School Hub: Technology costs,ZZZ,G0,True,,BUDGET,COSTCTR,True
872650,SP: Teaching School Hub: Recruitment and support,ZZZ,G0,True,,BUDGET,COSTCTR,True
872700,SP: Teaching School Hub: Security and support,ZZZ,G0,True,,BUDGET,COSTCTR,True
872750,SP: Teaching School Hub: Governance costs,ZZZ,G0,True,,BUDGET,COSTCTR,True
872950,SP: Teaching School Hub: Other support costs,ZZZ,G0,True,,BUDGET,COSTCTR,True
880100,SP: Other supplies & services: Pupil gifts and prizes,880100,E0,True,,BUDGET,COSTCTR,True
880150,SP: Other supplies & services: Student bursary expenditure,880150,E0,True,,BUDGET,COSTCTR,True
880170,SP: Other supplies & services: Welfare payments to pupils/students,880170,E0,True,,BUDGET,COSTCTR,True
880200,SP: Other supplies & services: Increase in provisions,880200,E0,True,,BUDGET,COSTCTR,True
880220,SP: Other supplies & services: Release of provisions,880220,E0,True,,BUDGET,COSTCTR,True
880250,SP: Other supplies & services: Bad Debt written off,880250,E0,True,,BUDGET,COSTCTR,True
880300,SP: Other supplies & services: Excluded pupils,880300,E0,True,,BUDGET,COSTCTR,True
880350,SP: Other supplies & services: Academy performances,880350,E0,True,,BUDGET,COSTCTR,True
880400,SP: Other supplies & services: Parent evenings/meetings,880400,E0,True,,BUDGET,COSTCTR,True
880450,SP: Other supplies & services: Room Hire,880450,E0,True,,BUDGET,COSTCTR,True
880500,SP: Other supplies & services: Other not attributable expend,880500,E0,True,,BUDGET,COSTCTR,True
880530,SP: Other supplies & services: Donations to charities,880530,E0,True,,BUDGET,COSTCTR,True
880550,SP: Other supplies & services: School uniforms (cost),880550,E0,True,,BUDGET,COSTCTR,True
890100,SP: Financing costs: PFI Specialist concession acct,890100,E0,True,,BUDGET,COSTCTR,True
890150,SP: Financing costs: PFI payment to LA,890150,E0,True,,BUDGET,COSTCTR,True
890200,SP: Financing costs: Loan Interest paid - DfE Group,890200,E0,True,,BUDGET,COSTCTR,True
890300,SP: Financing costs: Loan Interest paid - other,890300,E0,True,,BUDGET,COSTCTR,True
890400,SP: Financing costs: Finance lease interest,890400,E0,True,,BUDGET,COSTCTR,True
892100,SP: Asset financing: Depr'n - direct costs - buildings,892100,W1,True,,BUDGET,CAPITAL,True
892110,SP: Asset financing: Depr'n - direct costs - other assets,892110,W1,True,,BUDGET,CAPITAL,True
892150,SP: Asset financing: Depr'n - indirect costs - buildings,892150,W1,True,,BUDGET,CAPITAL,True
892160,SP: Asset financing: Depr'n - indirect costs - other assets,892160,W1,True,,BUDGET,CAPITAL,True
892200,SP: Asset financing: Amortisation - direct costs,892200,W1,True,,BUDGET,CAPITAL,True
892250,SP: Asset financing: Amortisation - indirect costs,892250,W1,True,,BUDGET,CAPITAL,True
892300,SP: Asset financing: Impair't - direct costs,892300,W1,True,,BUDGET,CAPITAL,True
892350,SP: Asset financing: Impair't - indirect costs,892350,W1,True,,BUDGET,CAPITAL,True
892500,SP: Asset financing: (Gain)/loss on disp of tang FA,892500,W1,True,,BUDGET,CAPITAL,True
892600,SP: Asset financing: (Gain)/loss on disp of Intang FA,892600,W1,True,,BUDGET,CAPITAL,True
892700,SP: Asset financing: (Gain)/loss on disp of invest's,892700,W1,True,,BUDGET,CAPITAL,True
892800,SP: Asset financing: Revenue contributions to capital,892800,E0,True,,BUDGET,COSTCTR,True
893100,SP: Other recognised gains/losses: Actuarial gain/loss pension fund,893100,E0,True,,BUDGET,COSTCTR,True
893200,SP: Other recognised gains/losses: Valuation of FA,893200,E0,True,,BUDGET,COSTCTR,True
893300,SP: Other recognised gains/losses: Valuation of investments,893300,E0,True,,BUDGET,COSTCTR,True
895100,SP: Boarding - supplies: Direct Goods & services,895100,D0,True,,BUDGET,COSTCTR,True
895150,SP: Boarding - supplies: Direct Travel,895150,D0,True,,BUDGET,COSTCTR,True
895200,SP: Boarding - supplies: Direct subsistence,895200,D0,True,,BUDGET,COSTCTR,True
895250,SP: Boarding - supplies: Catering,895250,D0,True,,BUDGET,COSTCTR,True
895300,SP: Boarding - supplies: Other direct cost,895300,D0,True,,BUDGET,COSTCTR,True
895350,SP: Boarding - supplies: Bad debt expense,895350,D0,True,,BUDGET,COSTCTR,True
895400,SP: Boarding - supplies: Travel,895400,D0,True,,BUDGET,COSTCTR,True
895450,SP: Boarding - supplies: Subsistence,895450,D0,True,,BUDGET,COSTCTR,True
895500,SP: Boarding - supplies: Other support cost,895500,D0,True,,BUDGET,COSTCTR,True
895550,SP: Boarding - supplies: Other support cost Academy Trusts,895550,D0,True,,BUDGET,COSTCTR,True
895600,SP: Boarding - supplies: (Gain)/loss on disp of tang FA,895600,D0,True,,BUDGET,COSTCTR,True
895650,SP: Boarding - supplies: (Gain)/loss on disp of Intang FA,895650,D0,True,,BUDGET,COSTCTR,True
895700,SP: Boarding - supplies: (Gain)/loss on disp of invest's,895700,D0,True,,BUDGET,COSTCTR,True
895750,SP: Boarding - supplies: Depr'n - boarding - buildings,895750,D0,True,,BUDGET,COSTCTR,True
895760,SP: Boarding - supplies: Depr'n - boarding - other assets,895760,D0,True,,BUDGET,COSTCTR,True
895800,SP: Boarding - supplies: Amortisation - boarding,895800,D0,True,,BUDGET,COSTCTR,True
895850,SP: Boarding - supplies: Impair't - boarding,895850,D0,True,,BUDGET,COSTCTR,True
A_FTE_ADM,Finance Admin Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_CAT,Catering Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_CLE,Cleaning Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_COM,Community Facilities Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_COV,Cover Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_EDS,Education Support Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_ESTF,External Staff Annual FTE,ZZZ,ZZZ,True,,STATISTICS,COSTCTR,True
A_FTE_EXT,Extended Schools Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_FLA,FLA Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_FSW,Family Support Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_INV,Invigilator Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_ADM,Finance Admin Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_CAT,Catering Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_CLE,Cleaning Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_COM,Community Facilities Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_COV,Cover Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_EDS,Education Support Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_ESTF,External Staff Annual FTE Leave Adjustment,ZZZ,ZZZ,True,,STATISTICS,COSTCTR,True
A_FTE_LEAVE_ADJ_EXT,Extended Schools Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_FLA,FLA Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_FSW,Family Support Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_INV,Invigilator Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_LIB,Librarian Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_LSN,Leadership Non-Teaching Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_LST,Leadership Teaching Annual FTE Leave Adjustment,Z16,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_MDS,Mid Day Supervisors Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_NUR,Nursery Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_OTH,Other Staff Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_PAS,Pastoral Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_PRE,Premises Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_TA,Teaching Assistants Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_TEA,Teaching Annual FTE Leave Adjustment,Z16,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LEAVE_ADJ_TEC,Technicians Annual FTE Leave Adjustment,Z17,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LIB,Librarian Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LSN,Leadership Non-Teaching Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_LST,Leadership Teaching Annual FTE,Z04,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_MDS,Mid Day Supervisors Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_NUR,Nursery Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_OTH,Other Staff Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_PAS,Pastoral Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_PRE,Premises Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_TA,Teaching Assistants Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_TEA,Teaching Annual FTE,Z04,ZZZ,True,,STATISTICS,SALARY,True
A_FTE_TEC,Technicians Annual FTE,Z05,ZZZ,True,,STATISTICS,SALARY,True
AWPU01_BRM_PRI,AWPU-PRI-Bromley,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU01_HCK_PRI,AWPU-PRI-Hackney,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU01_KEN_PRI,AWPU-PRI-Kent,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU01_LNS_PRI,AWPU-PRI-Lancashire,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU01_NTS_PRI,AWPU-PRI-Nottinghamshire,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU02_BRM_KS3,AWPU-KS3-Bromley,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU02_HCK_KS3,AWPU-KS3-Hackney,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU02_KEN_KS3,AWPU-KS3-Kent,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU02_NTS_KS3,AWPU-KS3-Nottinghamshire,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU03_BRM_KS4,AWPU-KS4 -Bromley,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU03_HCK_KS4,AWPU-KS4 -Hackney,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU03_KEN_KS4,AWPU-KS4 -Kent,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
AWPU03_NTS_KS4,AWPU-KS4 -Nottinghamshire,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
BFWD_RES,Brought Forward Reserves,Z01,ZZZ,True,,STATISTICS,DEFAULT,True
BOARD_BOY_FT,Boarders Boys (Full Time),ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
BOARD_BOY_WK,Boarders Boys (Weekly),ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
BOARD_GIRL_FT,Boarders Girls (Full Time),ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
BOARD_GIRL_WK,Boarders Girls (Weekly),ZZZ,ZZZ,True,,PUPILNUMBERS,DEFAULT,True
BRD_FT_01,Boarders Rate - Full Time - Term 1,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
BRD_FT_02,Boarders Rate - Full Time - Term 2,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
BRD_FT_03,Boarders Rate - Full Time - Term 3,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
BRD_WK_01,Boarders Rate - Weekly - Term 1,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
BRD_WK_02,Boarders Rate - Weekly - Term 2,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
BRD_WK_03,Boarders Rate - Weekly - Term 3,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CAP_BFWD_RES,Fixed Capital Fund B/F Balances,Z06,ZZZ,True,,CAPITALFUND,DEFAULT,True
CENCHG,Central Charge,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENCHG_GAG,Central Charge - GAG Income %,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENCHG_PUP,Central Charge - Per Pupil Costs,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENTRAL_COST,Central Costs For GAG Pool,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENTRAL_FTE,Central Charge - Pool FTE Split,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENTRAL_GAG,Central Charge - GAG Income Split,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENTRAL_PUP,Central Charge - Pool Pupil Split,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENTRAL_RES,Central Charge - Reserves Pool,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENTRAL_TOP,Central Charge - Top Slice,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
CENTRALCHG_PRI,Central Charge - Primary,ZZZ,ZZZ,True,,STATISTICS,DEFAULT,True
